longitude,latitude,admin_1,admin_2,admin_3,admin_4,country
121.03430229531385,23.563051746566938,南投縣,信義鄉,東埔村,"",臺灣
120.88188534194867,23.69663401606054,南投縣,信義鄉,明德村,"",臺灣
120.84160733053032,23.6574918098333,南投縣,信義鄉,自強村,"",臺灣
120.87436539078371,23.586092418615593,南投縣,信義鄉,卡里布安村,"",臺灣
121.09272954484439,23.69753636399032,南投縣,信義鄉,雙龍村,"",臺灣
121.12585815449827,23.783860003143374,南投縣,信義鄉,地利村,"",臺灣
120.8817689517242,23.61203389778881,南投縣,信義鄉,望美村,"",臺灣
120.84779893367879,23.626727344727627,南投縣,信義鄉,新鄉村,"",臺灣
120.9392612780442,23.709306698742328,南投縣,信義鄉,人和村,"",臺灣
120.85625512010125,23.612586081730772,南投縣,信義鄉,羅娜村,"",臺灣
120.68153283733984,23.91023620079868,南投縣,南投市,三民里,"",臺灣
120.68732336583577,23.94783753936556,南投縣,南投市,營北里,"",臺灣
120.65305120851404,23.94364904852584,南投縣,南投市,福興里,"",臺灣
120.67355377150491,23.89409810046503,南投縣,南投市,嘉和里,"",臺灣
120.6847981142064,23.957077370621878,南投縣,南投市,光輝里,"",臺灣
120.645644771513,23.89328053431781,南投縣,南投市,永興里,"",臺灣
120.70731511733383,23.935865525117293,南投縣,南投市,內興里,"",臺灣
120.68853168285587,23.933324877923035,南投縣,南投市,內新里,"",臺灣
120.68550299678573,23.90645673292593,南投縣,南投市,崇文里,"",臺灣
120.67068588630852,23.900767777846333,南投縣,南投市,三興里,"",臺灣
120.64010098385751,23.927716144193234,南投縣,南投市,鳳鳴里,"",臺灣
120.64297289829571,23.90960885477954,南投縣,南投市,福山里,"",臺灣
120.68884464833764,23.902937546947268,南投縣,南投市,三和里,"",臺灣
120.69096431502132,23.913732319291327,南投縣,南投市,平和里,"",臺灣
120.63877683098555,23.942597081834656,南投縣,南投市,鳳山里,"",臺灣
120.66874091604622,23.919828477662648,南投縣,南投市,平山里,"",臺灣
120.70271748496073,23.949854174201672,南投縣,南投市,光榮里,"",臺灣
120.68503622132825,23.90854595071848,南投縣,南投市,南投里,"",臺灣
120.67868000401684,23.944302112555995,南投縣,南投市,營南里,"",臺灣
120.72252121518652,23.93568570569409,南投縣,南投市,東山里,"",臺灣
120.70587802373983,23.908132691836002,南投縣,南投市,振興里,"",臺灣
120.71012623458063,23.89085795049387,南投縣,南投市,千秋里,"",臺灣
120.69919788940658,23.91891065943951,南投縣,南投市,軍功里,"",臺灣
120.662971872651,23.930356905059412,南投縣,南投市,永豐里,"",臺灣
120.69656258765706,23.956313046395678,南投縣,南投市,光華里,"",臺灣
120.66891189959355,23.91104180456886,南投縣,南投市,漳和里,"",臺灣
120.70613883725626,23.944555776367576,南投縣,南投市,光明里,"",臺灣
120.6851728624694,23.917741917273172,南投縣,南投市,漳興里,"",臺灣
120.6867156897292,23.90796179642871,南投縣,南投市,彰仁里,"",臺灣
120.67146144582897,23.930258390299475,南投縣,南投市,新興里,"",臺灣
120.6880855486262,23.910242686442437,南投縣,南投市,龍泉里,"",臺灣
120.68443766821412,23.912472997247228,南投縣,南投市,康壽里,"",臺灣
120.68019763344567,23.888249107975387,南投縣,南投市,嘉興里,"",臺灣
120.68541692050768,23.909619810819677,南投縣,南投市,仁和里,"",臺灣
120.71622824475858,23.834619253914763,南投縣,名間鄉,濁水村,"",臺灣
120.65123905356388,23.863349860319182,南投縣,名間鄉,大坑村,"",臺灣
120.66818502806669,23.82546390755702,南投縣,名間鄉,炭寮村,"",臺灣
120.6903578034265,23.81730267164166,南投縣,名間鄉,新民村,"",臺灣
120.63778057468983,23.847822577425177,南投縣,名間鄉,三崙村,"",臺灣
120.70364452788094,23.863202933334104,南投縣,名間鄉,東湖村,"",臺灣
120.64532681459225,23.856091301411325,南投縣,名間鄉,竹圍村,"",臺灣
120.63089297929697,23.86685136008886,南投縣,名間鄉,赤水村,"",臺灣
120.71949855755899,23.85451398055712,南投縣,名間鄉,仁和村,"",臺灣
120.71573588673158,23.877558202544986,南投縣,名間鄉,萬丹村,"",臺灣
120.69078933317981,23.845118500977485,南投縣,名間鄉,中山村,"",臺灣
120.66479884911456,23.835998452025198,南投縣,名間鄉,崁腳村,"",臺灣
120.64883837457607,23.82514923738384,南投縣,名間鄉,埔中村,"",臺灣
120.69954107778035,23.838742999157617,南投縣,名間鄉,中正村,"",臺灣
120.66211008684985,23.843894439953814,南投縣,名間鄉,新厝村,"",臺灣
120.67682125850094,23.85454003975579,南投縣,名間鄉,新光村,"",臺灣
120.6998540076605,23.83075587982207,南投縣,名間鄉,南雅村,"",臺灣
120.63952646476606,23.88045177686826,南投縣,名間鄉,廍下村,"",臺灣
120.661790508509,23.87691198108232,南投縣,名間鄉,大庄村,"",臺灣
120.67161955016404,23.868226226420923,南投縣,名間鄉,田仔村,"",臺灣
120.69273534587053,23.876110958085615,南投縣,名間鄉,新街村,"",臺灣
120.64213460974672,23.838569254886878,南投縣,名間鄉,松柏村,"",臺灣
120.63342910004923,23.834674638029384,南投縣,名間鄉,松山村,"",臺灣
120.85167565546637,24.0560272780034,南投縣,國姓鄉,大旗村,"",臺灣
120.86486324677166,24.069085348179883,南投縣,國姓鄉,長流村,"",臺灣
120.89604120135176,24.093274356269248,南投縣,國姓鄉,長福村,"",臺灣
120.8546434679941,24.09831975818295,南投縣,國姓鄉,長豐村,"",臺灣
120.84328426219798,24.007711008638847,南投縣,國姓鄉,柑林村,"",臺灣
120.88284555452064,24.036802764203998,南投縣,國姓鄉,石門村,"",臺灣
120.85556038421292,23.987656817727476,南投縣,國姓鄉,大石村,"",臺灣
120.88764436783428,23.99320574272628,南投縣,國姓鄉,北山村,"",臺灣
120.85826857754466,23.942230642229653,南投縣,國姓鄉,南港村,"",臺灣
120.92101903612593,24.07716205785766,南投縣,國姓鄉,北港村,"",臺灣
120.81513271221897,24.040603844352116,南投縣,國姓鄉,乾溝村,"",臺灣
120.86099765163628,24.027467892303477,南投縣,國姓鄉,國姓村,"",臺灣
120.82194176536349,24.012849739318607,南投縣,國姓鄉,福龜村,"",臺灣
120.958283379866,23.962160196677644,南投縣,埔里鎮,清新里,"",臺灣
120.95851272791649,23.937749554010633,南投縣,埔里鎮,珠格里,"",臺灣
120.9126722005734,24.00182071471818,南投縣,埔里鎮,向善里,"",臺灣
120.95486359948075,24.005898849150505,南投縣,埔里鎮,史港里,"",臺灣
120.94202324092907,23.971869420379416,南投縣,埔里鎮,愛蘭里,"",臺灣
120.93293966207241,24.007970252407453,南投縣,埔里鎮,一新里,"",臺灣
120.92522252745746,23.96860155510232,南投縣,埔里鎮,南村里,"",臺灣
120.9208432691097,23.941665758059635,南投縣,埔里鎮,桃米里,"",臺灣
121.02927964865556,23.97664589056122,南投縣,埔里鎮,蜈蚣里,"",臺灣
120.9189459652077,24.032858304209935,南投縣,埔里鎮,合成里,"",臺灣
120.986688914244,23.922518332064367,南投縣,埔里鎮,麒麟里,"",臺灣
120.96634512304513,23.964392499237164,南投縣,埔里鎮,南門里,"",臺灣
120.96265572632184,23.966387295346276,南投縣,埔里鎮,薰化里,"",臺灣
120.95479193833518,23.97184534012967,南投縣,埔里鎮,大城里,"",臺灣
120.97028869998874,23.967746575951498,南投縣,埔里鎮,北門里,"",臺灣
120.94149733006226,23.98524676252993,南投縣,埔里鎮,房里里,"",臺灣
120.957806063478,23.98516634029026,南投縣,埔里鎮,籃城里,"",臺灣
120.95035704205843,24.031047218907272,南投縣,埔里鎮,廣成里,"",臺灣
120.97643088012043,23.96754338698593,南投縣,埔里鎮,泰安里,"",臺灣
120.97959606349274,24.015151582176017,南投縣,埔里鎮,福興里,"",臺灣
120.98358059983589,23.959429488232615,南投縣,埔里鎮,枇杷里,"",臺灣
120.97118782146804,23.96381471889714,南投縣,埔里鎮,東門里,"",臺灣
120.97054810015237,23.958816912897706,南投縣,埔里鎮,杷城里,"",臺灣
120.96276741920676,23.95685434114576,南投縣,埔里鎮,同聲里,"",臺灣
120.9853267105664,23.992941365617586,南投縣,埔里鎮,牛眠里,"",臺灣
120.96454035986602,23.973035646367574,南投縣,埔里鎮,西門里,"",臺灣
120.98170785107858,23.9780228152185,南投縣,埔里鎮,大湳里,"",臺灣
120.98434677597963,23.94251644973292,南投縣,埔里鎮,水頭里,"",臺灣
120.97370638232724,23.970744692655742,南投縣,埔里鎮,北安里,"",臺灣
120.93553038473546,23.976931403332962,南投縣,埔里鎮,鐵山里,"",臺灣
120.89334749602983,23.95205718979665,南投縣,埔里鎮,成功里,"",臺灣
120.95143801232922,23.952211628422585,南投縣,埔里鎮,溪南里,"",臺灣
120.97068865995887,23.98028193165466,南投縣,埔里鎮,北梅里,"",臺灣
120.86189269277833,23.822250709289698,南投縣,水里鄉,農富村,"",臺灣
120.86135265223886,23.84646607095513,南投縣,水里鄉,車埕村,"",臺灣
120.85191726029335,23.808281811047443,南投縣,水里鄉,南光村,"",臺灣
120.85232786874043,23.82919906018414,南投縣,水里鄉,水里村,"",臺灣
120.85503635165757,23.798373523402,南投縣,水里鄉,永豐村,"",臺灣
120.86587993790457,23.81352222059081,南投縣,水里鄉,鉅工村,"",臺灣
120.86212206804834,23.880603867459754,南投縣,水里鄉,新興村,"",臺灣
120.86794732196387,23.743738469291976,南投縣,水里鄉,郡坑村,"",臺灣
120.83980733592048,23.828148218998344,南投縣,水里鄉,新城村,"",臺灣
120.86245227963197,23.728901877339922,南投縣,水里鄉,上安村,"",臺灣
120.88004129307257,23.796667470454807,南投縣,水里鄉,頂崁村,"",臺灣
120.87098499456569,23.763292869772478,南投縣,水里鄉,新山村,"",臺灣
120.91699755035857,23.806040132855202,南投縣,水里鄉,民和村,"",臺灣
120.84446297596878,23.74894143623966,南投縣,水里鄉,興隆村,"",臺灣
120.84471805072701,23.77800163546234,南投縣,水里鄉,永興村,"",臺灣
120.84003849862961,23.819293192270283,南投縣,水里鄉,城中村,"",臺灣
120.843143071949,23.815535240349284,南投縣,水里鄉,中央村,"",臺灣
120.8279831620256,23.797936655309744,南投縣,水里鄉,玉峰村,"",臺灣
120.84616115326816,23.81168990967518,南投縣,水里鄉,北埔村,"",臺灣
120.6932015910306,23.6780625800868,南投縣,竹山鎮,坪頂里,"",臺灣
120.71653519874256,23.800386081918194,南投縣,竹山鎮,山崇里,"",臺灣
120.67899764564469,23.751527849456725,南投縣,竹山鎮,中山里,"",臺灣
120.75510996862737,23.64574173149174,南投縣,竹山鎮,大鞍里,"",臺灣
120.70187077322502,23.760908652380852,南投縣,竹山鎮,延祥里,"",臺灣
120.69112867861676,23.76298779170673,南投縣,竹山鎮,延和里,"",臺灣
120.69563185828326,23.78504636305847,南投縣,竹山鎮,延正里,"",臺灣
120.7014915796535,23.726768096328836,南投縣,竹山鎮,秀林里,"",臺灣
120.73612682601079,23.810918353711028,南投縣,竹山鎮,中央里,"",臺灣
120.66936700214043,23.70574237075049,南投縣,竹山鎮,福興里,"",臺灣
120.7191320599648,23.81673984624505,南投縣,竹山鎮,社寮里,"",臺灣
120.69424992203761,23.705165695080392,南投縣,竹山鎮,田子里,"",臺灣
120.74942513912511,23.811920295571312,南投縣,竹山鎮,富州里,"",臺灣
120.6772906957688,23.743392001298307,南投縣,竹山鎮,硘[磘]里,"",臺灣
120.65686154820949,23.774581341897672,南投縣,竹山鎮,中和里,"",臺灣
120.68247554606144,23.643280957334213,南投縣,竹山鎮,瑞竹里,"",臺灣
120.65360712692282,23.63425287554956,南投縣,竹山鎮,桶頭里,"",臺灣
120.67544079393743,23.757371651260126,南投縣,竹山鎮,雲林里,"",臺灣
120.6847749248484,23.758307469469383,南投縣,竹山鎮,竹山里,"",臺灣
120.71875384401696,23.777880662105446,南投縣,竹山鎮,延平里,"",臺灣
120.66384414312859,23.754691344172105,南投縣,竹山鎮,中崎里,"",臺灣
120.65172838107082,23.700769575431192,南投縣,竹山鎮,鯉魚里,"",臺灣
120.68473679295823,23.754909626488693,南投縣,竹山鎮,中正里,"",臺灣
120.69950292048763,23.74572433886935,南投縣,竹山鎮,桂林里,"",臺灣
120.67677489296514,23.761285430147556,南投縣,竹山鎮,竹圍里,"",臺灣
120.67439823779418,23.78248484050814,南投縣,竹山鎮,下坪里,"",臺灣
120.72397566908671,23.742317659789585,南投縣,竹山鎮,延山里,"",臺灣
120.66723470077322,23.738301826164328,南投縣,竹山鎮,德興里,"",臺灣
120.66965483637459,23.99347555233722,南投縣,草屯鎮,新庄里,"",臺灣
120.66358733097496,23.956973909766866,南投縣,草屯鎮,碧洲里,"",臺灣
120.70311503179013,23.975080934341506,南投縣,草屯鎮,富寮里,"",臺灣
120.68154513981536,24.00150916010916,南投縣,草屯鎮,新豐里,"",臺灣
120.68109160047143,23.97429691855461,南投縣,草屯鎮,中山里,"",臺灣
120.6704664634026,23.97018670525716,南投縣,草屯鎮,復興里,"",臺灣
120.68787808138111,23.98304617892774,南投縣,草屯鎮,玉峰里,"",臺灣
120.64735499503638,23.99783965572999,南投縣,草屯鎮,石川里,"",臺灣
120.72519030268808,23.988951938926697,南投縣,草屯鎮,中原里,"",臺灣
120.68634959480643,23.962609005008346,南投縣,草屯鎮,山腳里,"",臺灣
120.65901974117912,23.984898580946982,南投縣,草屯鎮,北投里,"",臺灣
120.67517480154365,23.960690644176967,南投縣,草屯鎮,上林里,"",臺灣
120.7010461679052,23.995320906320664,南投縣,草屯鎮,御史里,"",臺灣
120.67526299279359,23.980959225867668,南投縣,草屯鎮,敦和里,"",臺灣
120.68353386806268,23.984513112906555,南投縣,草屯鎮,明正里,"",臺灣
120.75103707024779,23.98037250135366,南投縣,草屯鎮,土城里,"",臺灣
120.7269168535008,23.976519066724688,南投縣,草屯鎮,南埔里,"",臺灣
120.65986931971771,24.003340169977644,南投縣,草屯鎮,加老里,"",臺灣
120.68297908191936,23.979894841014936,南投縣,草屯鎮,中正里,"",臺灣
120.68726747293321,23.972794298908944,南投縣,草屯鎮,新厝里,"",臺灣
120.65564723993114,23.97116659428235,南投縣,草屯鎮,碧峰里,"",臺灣
120.79863606174729,23.985222285076215,南投縣,草屯鎮,雙冬里,"",臺灣
120.68769222962395,23.977856438637687,南投縣,草屯鎮,炎峰里,"",臺灣
120.73376842460445,23.962177270682012,南投縣,草屯鎮,坪頂里,"",臺灣
120.76878578641085,23.9941705940458,南投縣,草屯鎮,平林里,"",臺灣
120.72889028888704,24.000340998780718,南投縣,草屯鎮,北勢里,"",臺灣
120.68439006923272,23.97662198777519,南投縣,草屯鎮,和平里,"",臺灣
120.77014437423544,23.823286838943947,南投縣,集集鎮,林尾里,"",臺灣
120.80503310718584,23.83758070681441,南投縣,集集鎮,廣明里,"",臺灣
120.79522937545553,23.823638412328485,南投縣,集集鎮,八張里,"",臺灣
120.80187473179787,23.82374714390224,南投縣,集集鎮,永昌里,"",臺灣
120.73766453546956,23.8402611930826,南投縣,集集鎮,隘寮里,"",臺灣
120.75395888831727,23.840733776790444,南投縣,集集鎮,田寮里,"",臺灣
120.77594050224245,23.83819820660221,南投縣,集集鎮,和平里,"",臺灣
120.78835428961102,23.82315104787781,南投縣,集集鎮,吳厝里,"",臺灣
120.78730109178038,23.830331115274333,南投縣,集集鎮,玉映里,"",臺灣
120.78709079831522,23.840020957248296,南投縣,集集鎮,集集里,"",臺灣
120.82696440527492,23.840093031198123,南投縣,集集鎮,富山里,"",臺灣
120.90498556946676,23.861326275351,南投縣,魚池鄉,水社村,"",臺灣
120.94323006361807,23.89791105679157,南投縣,魚池鄉,東池村,"",臺灣
120.88727382757864,23.894728774512124,南投縣,魚池鄉,五城村,"",臺灣
120.9490014767759,23.874181481218738,南投縣,魚池鄉,大林村,"",臺灣
120.91423463292642,23.91381490486214,南投縣,魚池鄉,大雁村,"",臺灣
120.94036339538559,23.91791672238575,南投縣,魚池鄉,新城村,"",臺灣
120.97382497590024,23.867614142306454,南投縣,魚池鄉,東光村,"",臺灣
120.93492446803734,23.90243043501921,南投縣,魚池鄉,魚池村,"",臺灣
120.9228123167949,23.88454867495622,南投縣,魚池鄉,中明村,"",臺灣
120.89960894418968,23.832121054330702,南投縣,魚池鄉,頭社村,"",臺灣
120.96858591403934,23.904161633783716,南投縣,魚池鄉,共和村,"",臺灣
120.88483339716768,23.822833699015558,南投縣,魚池鄉,武登村,"",臺灣
120.93304777957506,23.846245890835625,南投縣,魚池鄉,日月村,"",臺灣
120.81010358404664,23.720009251710167,南投縣,鹿谷鄉,鳳凰村,"",臺灣
120.80464676105763,23.755327314463226,南投縣,鹿谷鄉,永隆村,"",臺灣
120.7557642537506,23.703395846315196,南投縣,鹿谷鄉,竹林村,"",臺灣
120.7433827125281,23.770938522980554,南投縣,鹿谷鄉,初鄉村,"",臺灣
120.77565324773208,23.69134522528832,南投縣,鹿谷鄉,和雅村,"",臺灣
120.79820194565568,23.80347634733527,南投縣,鹿谷鄉,瑞田村,"",臺灣
120.75251946068043,23.753620910614263,南投縣,鹿谷鄉,鹿谷村,"",臺灣
120.78456683844404,23.793977365151694,南投縣,鹿谷鄉,清水村,"",臺灣
120.77787965583305,23.77886818462196,南投縣,鹿谷鄉,秀峰村,"",臺灣
120.76998671819682,23.73580101201213,南投縣,鹿谷鄉,廣興村,"",臺灣
120.76089829522991,23.745199855259763,南投縣,鹿谷鄉,彰雅村,"",臺灣
120.74349289144595,23.725460721075773,南投縣,鹿谷鄉,竹豐村,"",臺灣
120.7908006411668,23.68669822326133,南投縣,鹿谷鄉,內湖村,"",臺灣
120.46609305133485,23.464953692424775,嘉義市,東區,芳草里,"",臺灣
120.4518538166801,23.47583317042101,嘉義市,東區,過溝里,"",臺灣
120.48650775100762,23.48274447379796,嘉義市,東區,文雅里,"",臺灣
120.46653698534605,23.480292602461912,嘉義市,東區,東川里,"",臺灣
120.45528230348467,23.48684784161734,嘉義市,東區,林森里,"",臺灣
120.4535049547917,23.498580328903646,嘉義市,東區,義教里,"",臺灣
120.46519165442102,23.49386173764971,嘉義市,東區,新店里,"",臺灣
120.4965097852817,23.479755729606193,嘉義市,東區,盧厝里,"",臺灣
120.47772151819096,23.49013285951171,嘉義市,東區,圳頭里,"",臺灣
120.45446688187093,23.493078541878635,嘉義市,東區,仁義里,"",臺灣
120.45245608354259,23.471117804805306,嘉義市,東區,豐年里,"",臺灣
120.4415078550305,23.510033546020317,嘉義市,東區,荖藤里,"",臺灣
120.45960912118419,23.464179091618313,嘉義市,東區,頂寮里,"",臺灣
120.45675246493697,23.464630054751822,嘉義市,東區,安寮里,"",臺灣
120.46128913601909,23.471611432763062,嘉義市,東區,新開里,"",臺灣
120.45873742889773,23.483185019645823,嘉義市,東區,中山里,"",臺灣
120.45341740689565,23.464501017831076,嘉義市,東區,安業里,"",臺灣
120.45548535943927,23.47187783994587,嘉義市,東區,興南里,"",臺灣
120.45260038412715,23.50817353167063,嘉義市,東區,後湖里,"",臺灣
120.47642049058359,23.48079101451681,嘉義市,東區,長竹里,"",臺灣
120.45990486836084,23.48886246439818,嘉義市,東區,太平里,"",臺灣
120.45132203326105,23.480053532985465,嘉義市,東區,中央里,"",臺灣
120.45920291108568,23.49828838224806,嘉義市,東區,頂庄里,"",臺灣
120.4695570734134,23.486104819097772,嘉義市,東區,王田里,"",臺灣
120.45036332299804,23.49608403727173,嘉義市,東區,中庄里,"",臺灣
120.47603299832342,23.498710941568703,嘉義市,東區,後庄里,"",臺灣
120.46237132340626,23.4585005305366,嘉義市,東區,興仁里,"",臺灣
120.45788579533746,23.481116520556068,嘉義市,東區,東興里,"",臺灣
120.45958635205545,23.47888055555397,嘉義市,東區,華南里,"",臺灣
120.45491476625203,23.477002683135183,嘉義市,東區,民族里,"",臺灣
120.45096058088187,23.486041421216065,嘉義市,東區,北門里,"",臺灣
120.47712638712777,23.471714296283466,嘉義市,東區,蘭潭里,"",臺灣
120.48877867373963,23.464485429958472,嘉義市,東區,鹿寮里,"",臺灣
120.46596038138193,23.4719793337349,嘉義市,東區,短竹里,"",臺灣
120.45137057826523,23.45762095416026,嘉義市,東區,興安里,"",臺灣
120.45423516398041,23.451409027028777,嘉義市,東區,興村里,"",臺灣
120.4613847733354,23.465581987956543,嘉義市,東區,芳安里,"",臺灣
120.4577491793961,23.4714433110072,嘉義市,東區,宣信里,"",臺灣
120.4588311393002,23.475741600847265,嘉義市,東區,朝陽里,"",臺灣
120.4450970303323,23.474491103146907,嘉義市,西區,新富里,"",臺灣
120.43370008887237,23.47889207759769,嘉義市,西區,福全里,"",臺灣
120.39877444103388,23.496203993954065,嘉義市,西區,竹村里,"",臺灣
120.44879915873501,23.47678318063038,嘉義市,西區,文化里,"",臺灣
120.44137257047497,23.457560267228686,嘉義市,西區,獅子里,"",臺灣
120.43188453280999,23.45856302138937,嘉義市,西區,紅瓦里,"",臺灣
120.43338879755363,23.467126907545584,嘉義市,西區,車店里,"",臺灣
120.43996745703247,23.471160841880113,嘉義市,西區,垂楊里,"",臺灣
120.44386157699573,23.48483629838369,嘉義市,西區,慶安里,"",臺灣
120.44284434088446,23.46906251291248,嘉義市,西區,翠岱里,"",臺灣
120.44555251397014,23.46946680282993,嘉義市,西區,致遠里,"",臺灣
120.41912403503937,23.465340610101993,嘉義市,西區,劉厝里,"",臺灣
120.44136115095826,23.468658251617754,嘉義市,西區,自強里,"",臺灣
120.44378340556165,23.47172985853823,嘉義市,西區,培元里,"",臺灣
120.42941903493008,23.48733843102727,嘉義市,西區,保福里,"",臺灣
120.44688412780167,23.47222458749032,嘉義市,西區,導明里,"",臺灣
120.43545407718125,23.471085382498885,嘉義市,西區,新西里,"",臺灣
120.43959294024947,23.480718719813524,嘉義市,西區,後驛里,"",臺灣
120.43081116378728,23.490902848129252,嘉義市,西區,保安里,"",臺灣
120.41146242812663,23.492829299616407,嘉義市,西區,下埤里,"",臺灣
120.4395195787033,23.473999136612164,嘉義市,西區,永和里,"",臺灣
120.4278107317201,23.474598211203926,嘉義市,西區,磚[磘]里,"",臺灣
120.44148988523187,23.47692281127107,嘉義市,西區,書院里,"",臺灣
120.42135959083731,23.49646587224881,嘉義市,西區,北湖里,"",臺灣
120.42880647971836,23.471364860824398,嘉義市,西區,西平里,"",臺灣
120.43614171751051,23.490761314711,嘉義市,西區,保生里,"",臺灣
120.44594179989114,23.47761735992219,嘉義市,西區,西榮里,"",臺灣
120.40415982140637,23.470627923313472,嘉義市,西區,頭港里,"",臺灣
120.40678473933689,23.483805768263835,嘉義市,西區,大溪里,"",臺灣
120.44044013579345,23.491942674284715,嘉義市,西區,新厝里,"",臺灣
120.41852109468725,23.47519709538253,嘉義市,西區,港坪里,"",臺灣
120.44319683769818,23.45911419045192,嘉義市,西區,光路里,"",臺灣
120.44213407353061,23.449040598270606,嘉義市,西區,湖內里,"",臺灣
120.4459744095861,23.464937994603826,嘉義市,西區,美源里,"",臺灣
120.44735267857145,23.482948695943755,嘉義市,西區,國華里,"",臺灣
120.4444281541458,23.480719560220017,嘉義市,西區,番社里,"",臺灣
120.42629750293084,23.482789020949095,嘉義市,西區,福安里,"",臺灣
120.44687323314496,23.48758251825977,嘉義市,西區,北榮里,"",臺灣
120.44109637505946,23.48654674486082,嘉義市,西區,重興里,"",臺灣
120.4496269881959,23.471317003017077,嘉義市,西區,育英里,"",臺灣
120.44403580676766,23.49076503651386,嘉義市,西區,湖邊里,"",臺灣
120.43629313883562,23.464026783288254,嘉義市,西區,福民里,"",臺灣
120.43478695839535,23.484796478917428,嘉義市,西區,竹圍里,"",臺灣
120.44649501915501,23.496613162776814,嘉義市,西區,香湖里,"",臺灣
120.4333550276999,23.501196070797327,嘉義市,西區,北新里,"",臺灣
120.48356676662834,23.445020093983413,嘉義縣,中埔鄉,富收村,"",臺灣
120.44909504511469,23.439907407972242,嘉義縣,中埔鄉,和興村,"",臺灣
120.56479213565261,23.44059594252668,嘉義縣,中埔鄉,社口村,"",臺灣
120.53711045092754,23.353892166111272,嘉義縣,中埔鄉,東興村,"",臺灣
120.5316611250117,23.381325914494195,嘉義縣,中埔鄉,沄水村,"",臺灣
120.50951414276781,23.387292486512358,嘉義縣,中埔鄉,深坑村,"",臺灣
120.5695131511685,23.37224088230084,嘉義縣,中埔鄉,中崙村,"",臺灣
120.50080555966612,23.443704341314618,嘉義縣,中埔鄉,金蘭村,"",臺灣
120.50633966783563,23.369899260625054,嘉義縣,中埔鄉,三層村,"",臺灣
120.5216581219818,23.44612191487106,嘉義縣,中埔鄉,義仁村,"",臺灣
120.46296607103496,23.44074902732675,嘉義縣,中埔鄉,和睦村,"",臺灣
120.47407535738314,23.455690723246267,嘉義縣,中埔鄉,和美村,"",臺灣
